date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2021-04-23,total,,,,,,326447,43943,274240,8264
2021-04-22,ludhiana,880,6.77,,"79 contact of positive case, 142 new cases (opd), 458 new cases (ili), 4 health care workers, 197 new cases",,46358,5829,39257,1272
2021-04-22,jalandhar,419,7.62,,419 new cases,,38400,3408,33958,1034
2021-04-22,sas nagar,931,25.36,,931 new cases,,39185,7109,31552,524
2021-04-22,patiala,448,9.48,,"39 contact of positive case, 409 new cases",,29056,3157,25205,694
2021-04-22,amritsar,462,7.61,,462 new cases,,28489,4383,23249,857
2021-04-22,hoshiarpur,206,8.73,,"40 contact of positive case, 13 new cases (ili), 153 new cases",,18527,1571,16275,681
2021-04-22,bathinda,446,14.11,,"15 contact of positive case, 63 ili, 368 new cases",,16277,2848,13131,298
2021-04-22,gurdaspur,229,4.73,,"31 contact of positive cases, 10 new cases (ili), 188 new cases",,13946,1440,12063,443
2021-04-22,kapurthala,73,4.35,,73 new cases,,11322,749,10259,314
2021-04-22,sbs nagar,74,6.17,,"10 new cases (ili), 64 new cases",,8300,428,7647,225
2021-04-22,pathankot,164,10.53,,164 new cases,,8401,964,7242,195
2021-04-22,sangrur,145,6.09,,145 new cases,,7263,904,6076,283
2021-04-22,ferozepur,35,3.82,,35 new cases,,6634,701,5735,198
2021-04-22,ropar,84,6.91,,84 new cases,,7268,1039,5986,243
2021-04-22,faridkot,47,3.59,,47 new cases,,6409,812,5489,108
2021-04-22,fazilka,162,19.22,,162 new cases,,6000,1067,4827,106
2021-04-22,muktsar,180,22.53,,180 new cases,,6091,1065,4906,120
2021-04-22,fg sahib,60,7.23,,60 new cases,,4624,360,4130,134
2021-04-22,tarn taran,108,5.68,,"20 contact of positive case, 88 new cases",,4893,737,3958,198
2021-04-22,moga,90,15.41,,90 new cases,,4681,769,3797,115
2021-04-22,mansa,187,12.52,,187 new cases,,4400,940,3399,61
2021-04-22,barnala,26,6.45,,26 new cases,,3195,304,2805,86
2021-04-22,total,,,,,,319719,40584,270946,8189
2021-04-21,ludhiana,879,12.89,,"93 contact of positive case,162 new cases (opd), 408 new cases (ili), 10 healthcare worker, 206 new cases",,45478,5292,38921,1265
2021-04-21,jalandhar,422,7.52,,422 new cases,,37981,3418,33534,1029
2021-04-21,sas nagar,692,14.79,,,case details pending,38254,7241,30496,517
2021-04-21,patiala,462,8.17,,"36 contacts of positive case,  426 new cases",,28608,3079,24840,689
2021-04-21,amritsar,290,5.12,,290  new cases,,28027,4226,22954,847
2021-04-21,hoshiarpur,221,7.07,,"29 contacts of positive case, 15 new case (ili), 177 new cases",,18321,1436,16208,677
2021-04-21,bathinda,267,9.69,,"21 new cases (ili), 256 new cases",,15831,2746,12792,293
2021-04-21,gurdaspur,164,3.97,,"38 contact of positive case, 21 new cases (ili), 105 new cases",,13717,1332,11951,434
2021-04-21,kapurthala,162,10.58,,162 new cases,,11249,765,10173,311
2021-04-21,sbs nagar,50,3.32,,"10 new cases (ili), 40 new cases",,8226,372,7629,225
2021-04-21,pathankot,124,6.14,,"37 new cases (ili), 87 new cases",,8237,903,7143,191
2021-04-21,sangrur,182,9.57,,182 new cases,,7118,816,6020,282
2021-04-21,ferozepur,148,15.38,,148 new cases,,6599,776,5627,196
2021-04-21,ropar,135,8.39,,135 new cases,,7184,1013,5931,240
2021-04-21,faridkot,166,13.54,,166 new cases,,6362,805,5449,108
2021-04-21,fazilka,110,17.05,,"36 contact of positive case, 52 new case (ili), 22 new cases",,5841,967,4770,104
2021-04-21,muktsar,126,11.01,,"30 new cases (ili), 96  new cases",,5911,950,4843,118
2021-04-21,fg sahib,51,5.64,,51 new cases,,4564,325,4106,133
2021-04-21,tarn taran,41,1.82,,41 new cases,,4785,633,3958,194
2021-04-21,moga,105,14.23,,105 new cases,,4594,684,3795,115
2021-04-21,mansa,141,9.9,,"3 contact of positive case, 138 new cases",,4213,797,3355,61
2021-04-21,barnala,32,7.17,,32  new cases,,3169,290,2794,85
2021-04-21,total,,,,,,314269,38866,267289,8114
2021-04-19,ludhiana,758,11.97,,"70 contact of positive case, 147 new cases (opd), 360 new cases (ili), 3 healthcare worker, 178 new cases",,43821,4704,37864,1253
2021-04-19,jalandhar,380,6.13,,380 new cases,,37105,3206,32879,1020
2021-04-19,sas nagar,792,21.1,,792 new cases,,36864,6389,29969,506
2021-04-19,patiala,304,9.14,,"39 contacts of positive case,  265 new cases",,27731,2879,24176,676
2021-04-19,amritsar,342,7.88,,342  new cases,,27365,4195,22339,831
2021-04-19,hoshiarpur,178,8.04,,"26 contacts of positive case, 9 new case (ili), 143 new cases",,17988,1374,15945,669
2021-04-19,bathinda,221,8.89,,"6 contact of positive case, 28 new cases (ili), 187 new cases",,15008,2306,12414,288
2021-04-19,gurdaspur,198,6.63,,"20 contact of positive case, 2 new cases (ili), 176 new cases",,13404,1209,11765,430
2021-04-19,kapurthala,137,8.66,,137 new cases,,11024,747,9972,305
2021-04-19,sbs nagar,52,5.57,,"7 new cases (ili), 45 new cases",,8131,349,7566,216
2021-04-19,pathankot,175,11.28,,"32 new cases (ili), 143 new cases",,7978,761,7028,189
2021-04-19,sangrur,126,9.37,,126 new cases,,6835,630,5928,277
2021-04-19,ferozepur,43,5.7,,43 new cases,,6347,645,5515,187
2021-04-19,ropar,80,7.84,,80 new cases,,6926,905,5781,240
2021-04-19,faridkot,153,16.78,,153 new cases,,6145,710,5330,105
2021-04-19,fazilka,79,11.17,,"28 contact of positive case, 28 new case (ili), 23 new cases",,5568,828,4641,99
2021-04-19,muktsar,174,27.1,,"28 new cases (ili), 146 new cases",,5686,815,4754,117
2021-04-19,fg sahib,51,11.26,,"17 new cases (ili), 34 new cases",,4474,314,4028,132
2021-04-19,tarn taran,165,15.85,,"10 contact of positive case, 155 new cases",,4680,679,3812,189
2021-04-19,moga,92,20.44,,92 new cases,,4466,622,3731,113
2021-04-19,mansa,125,17.68,,"16 contact of positive case, 109 new cases",,4001,757,3184,60
2021-04-19,barnala,28,7.76,,28  new cases,,3113,287,2743,83
2021-04-19,total,,,,,,304660,35311,261364,7985
2021-04-13,ludhiana,480,,,480  new cases,,39974,3391,35368,1215
2021-04-13,jalandhar,391,,,391 new cases,,34751,3109,30648,994
2021-04-13,sas nagar,374,,,,case details are pending,32476,5366,26628,482
2021-04-13,patiala,298,,,"18 contacts of positive case,  280 new cases",,25663,2496,22526,641
2021-04-13,amritsar,312,,,312  new cases,,24831,3223,20834,774
2021-04-13,hoshiarpur,89,,,"16 contacts of positive case, 9 new case (ili), 64 new cases",,16683,951,15087,645
2021-04-13,bathinda,268,,,"8 contact of positive case, 18 new cases (ili), 242 new cases",,13530,1657,11605,268
2021-04-13,gurdaspur,100,,,"7 contact of positive case, 25 new cases (ili), 68 new cases",,12455,871,11186,398
2021-04-13,kapurthala,85,,,85 new cases,,10393,812,9290,291
2021-04-13,sbs nagar,8,,,8 new cases,,7871,335,7323,213
2021-04-13,pathankot,65,,,"19 new cases (ili), 46 new cases",,7350,564,6605,181
2021-04-13,sangrur,43,,,"9 contact of positive cases , 11 new case (ili), 23 new cases",,6310,462,5587,261
2021-04-13,ferozepur,29,,,29 new cases,,5941,476,5287,178
2021-04-13,ropar,71,,,71 new cases,,6381,960,5196,225
2021-04-13,faridkot,43,,,43 new cases,,5634,527,5007,100
2021-04-13,fazilka,62,,,"4 contact of positive case, 26 new case (ili), 32 new cases",,5004,482,4432,90
2021-04-13,muktsar,59,,,59 new cases,,5091,559,4420,112
2021-04-13,fg sahib,23,,,"7 contact of positive case, 3 new case (ili), 13 new cases",,4172,270,3776,126
2021-04-13,tarn taran,77,,,"4 contact of positive case,6 new cases (ili), 67 new cases",,4225,515,3540,170
2021-04-13,moga,46,,,46 new cases,,4072,460,3502,110
2021-04-13,mansa,46,,,46 new cases,,3471,464,2951,56
2021-04-13,barnala,34,,,34 new cases,,2925,234,2612,79
2021-04-13,total,,,,,,279203,28184,243410,7609
2021-04-12,ludhiana,523,,,523 new cases,,39494,3381,34901,1212
2021-04-12,jalandhar,366,,,366 new cases,,34360,3088,30283,989
2021-04-12,sas nagar,662,,,662 new cases,,32102,4996,26628,478
2021-04-12,patiala,281,,,"17 contacts of positive case,  264 new cases",,25375,2458,22281,636
2021-04-12,amritsar,305,,,305  new cases,,24519,3141,20609,769
2021-04-12,hoshiarpur,172,,,"60 contacts of positive case, 15 new case (ili), 97 new cases",,16597,1144,14812,641
2021-04-12,bathinda,214,,,"9 contact of positive case, 205 new cases",,13262,1494,11500,268
2021-04-12,gurdaspur,124,,,"36 contact of positive case, 17 new cases (ili), 71 new cases",,12356,964,11000,392
2021-04-12,kapurthala,113,,,113 new cases,,10308,772,9248,288
2021-04-12,sbs nagar,49,,,"1 contact of positive, 48 new cases",,7863,362,7289,212
2021-04-12,pathankot,70,,,70 new cases,,7288,543,6565,180
2021-04-12,sangrur,65,,,"9 contact of positive cases , 24 new case (ili), 32 new cases",,6267,472,5540,255
2021-04-12,ferozepur,91,,,91 new cases,,5911,446,5287,178
2021-04-12,ropar,95,,,95 new cases,,6310,962,5124,224
2021-04-12,faridkot,52,,,52 new cases,,5596,571,4925,100
2021-04-12,fazilka,79,,,"7 contact of positive case, 12 new case (ili), 60 new cases",,4944,453,4403,88
2021-04-12,muktsar,65,,,"22 new cases (ili), 43 new cases",,5032,610,4310,112
2021-04-12,fg sahib,42,,,"9 contact of positive case, 14 new case (ili), 19 new cases",,4149,285,3738,126
2021-04-12,tarn taran,9,,,"2 contact of positive case, 7 new cases",,4148,578,3401,169
2021-04-12,moga,37,,,37 new cases,,4026,434,3484,108
2021-04-12,mansa,57,,,57 new cases,,3425,442,2927,56
2021-04-12,barnala,6,,,6 new cases,,2891,270,2543,78
2021-04-12,total,,,,,,276223,27866,240798,7559
2021-04-11,ludhiana,530,,,530 new cases,,38971,3434,34330,1207
2021-04-11,jalandhar,226,,,226 new cases,,33994,3126,29884,984
2021-04-11,sas nagar,423,,,423 new cases,,31440,4749,26214,477
2021-04-11,patiala,260,,,"22 contacts of positive case,  238 new cases",,25099,2418,22050,631
2021-04-11,amritsar,274,,,274  new cases,,24214,3124,20329,761
2021-04-11,hoshiarpur,130,,,"18 contacts of positive case, 9 new case (ili), 103 new cases",,16425,1207,14585,633
2021-04-11,bathinda,252,,,252 new cases,,13048,1395,11385,268
2021-04-11,gurdaspur,116,,,"16 contact of positive case, 9 new cases (ili), 91 new cases",,12249,936,10926,387
2021-04-11,kapurthala,40,,,,details not recieved,10195,1021,8889,285
2021-04-11,sbs nagar,33,,,"1 new case (ili), 32 new cases",,7814,384,7219,211
2021-04-11,pathankot,84,,,"25 new cases (ili), 59 new cases",,7218,510,6530,178
2021-04-11,sangrur,58,,,"3 contact of positive cases , 26 new case (ili), 29 new cases",,6202,505,5442,255
2021-04-11,ferozepur,58,,,58 new cases,,5820,488,5155,177
2021-04-11,ropar,130,,,130 new cases,,6215,943,5050,222
2021-04-11,faridkot,120,,,120 new cases,,5544,666,4780,98
2021-04-11,fazilka,80,,,"5 contact of positive case, 8 new case (ili), 67 new cases",,4869,387,4395,87
2021-04-11,muktsar,53,,,"11 new cases (ili), 42 new cases",,4967,556,4300,111
2021-04-11,fg sahib,44,,,"18 contact of positive case, 7 new case(opd), 19 new cases",,4107,311,3671,125
2021-04-11,tarn taran,27,,,"5 contact of positive case, 2 new case (ili), 20 new cases",,4139,570,3401,168
2021-04-11,moga,47,,,59 new cases,,3989,416,3465,108
2021-04-11,mansa,103,,,103 new cases,,3368,408,2904,56
2021-04-11,barnala,28,,,28 new cases,,2885,320,2487,78
2021-04-11,total,,,,,,272772,27874,237391,7507
2021-04-10,ludhiana,389,,,389 new cases,,38441,3298,33943,1200
2021-04-10,jalandhar,407,,,407 new cases,,33768,3332,29457,979
2021-04-10,sas nagar,413,,,,details not received,31017,5054,25490,473
2021-04-10,patiala,282,,,"43 contacts of positive case,  239 new cases",,24858,2483,21747,628
2021-04-10,amritsar,306,,,306  new cases,,23940,3089,20099,752
2021-04-10,hoshiarpur,172,,,"18 contacts of positive case, 9 new case (ili), 145 new cases",,16295,1250,14418,627
2021-04-10,bathinda,185,,,185 new cases,,12796,1426,11105,265
2021-04-10,gurdaspur,127,,,"30 contact of positive case, 8 new cases (ili), 89 new cases",,12137,835,10918,384
2021-04-10,kapurthala,117,,,117 new cases,,10155,982,8889,284
2021-04-10,sbs nagar,25,,,"6 new case (ili), 19 new cases",,7781,395,7175,211
2021-04-10,pathankot,87,,,"24 new cases (ili), 63 new cases",,7134,462,6494,178
2021-04-10,sangrur,68,,,"5 contact of positive cases , 21 new case (ili), 42 new cases",,6144,520,5376,248
2021-04-10,ferozepur,106,,,106 new cases,,5762,433,5155,174
2021-04-10,ropar,100,,,100 new cases,,6085,1004,4859,222
2021-04-10,faridkot,130,,,,details not recieved,5478,658,4724,96
2021-04-10,fazilka,93,,,"6 contact of positive case, 13 new case (ili), 74 new cases",,4789,343,4360,86
2021-04-10,muktsar,40,,,40 new cases,,4914,520,4283,111
2021-04-10,fg sahib,55,,,"14 contact of positive case, 17 new case(opd), 24 new cases",,4063,304,3636,123
2021-04-10,tarn taran,52,,,"5 contact of positive case, 5 new case (ili), 42 new cases",,4112,546,3401,165
2021-04-10,moga,66,,,66 new cases,,3942,420,3414,108
2021-04-10,mansa,56,,,"3 contact of positive case,  53 new cases",,3265,346,2863,56
2021-04-10,barnala,18,,,18 new cases,,2857,315,2464,78
2021-04-10,total,,,,,,269733,28015,234270,7448
2021-04-09,ludhiana,438,,,"34 contacts of positive case, 69 new case (opd), 225 new case (ili),  110 new cases",,38052,3193,33665,1194
2021-04-09,jalandhar,502,,,502 new cases,,33361,3315,29073,973
2021-04-09,sas nagar,629,,,629 new cases,,30604,4643,25490,471
2021-04-09,patiala,245,,,"20 contacts of positive case,  225 new cases",,24592,2482,21486,624
2021-04-09,amritsar,329,,,329  new cases,,23634,3119,19768,747
2021-04-09,hoshiarpur,141,,,"22 contacts of positive case, 100 new case (ili), 19 new cases",,16123,1231,14275,617
2021-04-09,bathinda,149,,,149 new cases,,12611,1410,10938,263
2021-04-09,gurdaspur,120,,,"26 contact of positive case, 4 new cases (ili), 90 new cases",,12023,859,10787,377
2021-04-09,kapurthala,136,,,136 new cases,,10064,986,8795,283
2021-04-09,sbs nagar,48,,,"1 contact of positive case, 5 new case (ili), 42 new cases",,7756,430,7116,210
2021-04-09,pathankot,82,,,"24 new cases (ili), 58 new cases",,7047,428,6443,176
2021-04-09,sangrur,50,,,"6 contact of positive cases , 17 new case (ili), 27 new cases",,6076,493,5336,247
2021-04-09,ferozepur,116,,,116 new cases,,5656,418,5065,173
2021-04-09,ropar,65,,,,details not recieved,5985,951,4816,218
2021-04-09,faridkot,55,,,55 new cases,,5348,528,4724,96
2021-04-09,fazilka,18,,,"6 new case (ili), 12 new cases",,4696,274,4336,86
2021-04-09,muktsar,95,,,"27 new cases (ili), 68 new cases",,4874,507,4256,111
2021-04-09,fg sahib,31,,,"7 contact of positive case, 10 new case(opd), 14 new cases",,4008,285,3601,122
2021-04-09,tarn taran,62,,,"11 contact of positive case, 4 new case (ili), 47 new cases",,4060,648,3249,163
2021-04-09,moga,38,,,38 new cases,,3876,373,3397,106
2021-04-09,mansa,76,,,"6 contact of positive case,  70 new cases",,3209,326,2827,56
2021-04-09,barnala,34,,,34 new cases,,2839,320,2442,77
2021-04-09,total,,,,,,266494,27219,231885,7390
2021-04-08,ludhiana,425,,,"58 contacts of positive case, 75 new case (opd), 201 new case (ili), 91 new cases",,37614,3147,33277,1190
2021-04-08,jalandhar,419,,,419 new cases,,32859,3131,28759,969
2021-04-08,sas nagar,456,,,456 new cases,,29975,4465,25043,467
2021-04-08,patiala,354,,,"37 contacts of positive case,  317 new cases",,24376,2503,21255,618
2021-04-08,amritsar,317,,,317  new cases,,23305,3156,19411,738
2021-04-08,hoshiarpur,126,,,"19 contacts of positive case, 13 new case (ili), 94 new cases",,15982,1225,14146,611
2021-04-08,bathinda,74,,,74 new cases,,12462,1306,10895,261
2021-04-08,gurdaspur,138,,,"19 contact of positive case, 20 new cases (ili), 99 new cases",,11908,928,10607,373
2021-04-08,kapurthala,177,,,177 new case,,9928,853,8795,280
2021-04-08,sbs nagar,47,,,"11 new case (ili), 36 new cases",,7708,434,7066,208
2021-04-08,pathankot,46,,,"17 new cases (ili), 29 new cases",,6965,410,6379,176
2021-04-08,sangrur,95,,,95 new cases,,6026,522,5258,246
2021-04-08,ferozepur,22,,,22 new cases,,5540,303,5065,172
2021-04-08,ropar,52,,,52 new cases,,5920,954,4751,215
2021-04-08,faridkot,66,,,66 new cases,,5309,511,4704,94
2021-04-08,fazilka,18,,,"3 contact of positive case, 2 new case (ili), 13new cases",,4678,290,4303,85
2021-04-08,muktsar,76,,,76 new case,,4779,428,4241,110
2021-04-08,fg sahib,34,,,"11 contact of positive case, 15 new case(opd), 8 new cases",,3977,312,3544,121
2021-04-08,tarn taran,58,,,"10 contact of positive case, 2 new case (ili), 46 new cases",,3998,588,3249,161
2021-04-08,moga,51,,,51 new cases,,3838,359,3373,106
2021-04-08,mansa,45,,,45 new cases,,3138,268,2814,56
2021-04-08,barnala,23,,,23 new cases,,2805,296,2432,77
2021-04-08,total,,,,,,263090,26389,229367,7334
2021-04-07,ludhiana,415,,,"41 contacts of positive case, 129 new case (opd), 160 new case (ili), 85 new cases",,37189,2987,33016,1186
2021-04-07,jalandhar,345,,,345 new cases,,32440,3086,28393,961
2021-04-07,sas nagar,336,,,336 new cases,,29519,4278,24776,465
2021-04-07,patiala,337,,,"20 contacts of positive case,  317 new cases",,24032,2490,20930,612
2021-04-07,amritsar,325,,,325  new cases,,22988,3218,19039,731
2021-04-07,hoshiarpur,132,,,"25 contacts of positive case, 12 new case (ili), 95 new cases",,15856,1379,13878,599
2021-04-07,bathinda,156,,,156 new cases,,12388,1342,10787,259
2021-04-07,gurdaspur,109,,,"16 contact of positive case, 22 new cases (ili), 71 new cases",,11803,1012,10419,372
2021-04-07,kapurthala,187,,,"17 contact of positive cases, 170 new cases",,9751,696,8778,277
2021-04-07,sbs nagar,86,,,"17 new case (ili), 69 new cases",,7661,421,7032,208
2021-04-07,pathankot,89,,,"21 new cases (ili), 68 new cases",,6919,378,6365,176
2021-04-07,sangrur,74,,,"10 contact of positive cases, 17 new cases (ili), 47 new cases",,5931,468,5220,243
2021-04-07,ferozpur,10,,,10 new cases,,,,,
2021-04-07,ropar,136,,,136 new cases,,5868,902,4751,215
2021-04-07,faridkot,23,,,23 new cases,,5243,457,4693,93
2021-04-07,fazilka,37,,,"5 contact of positive case, 7 new case (ili), 25 new cases",,4660,306,4270,84
2021-04-07,muktsar,53,,,53 new case,,4703,356,4237,110
2021-04-07,fg sahib,43,,,"16 contact of positive case, 15 new case(opd), 12 new cases",,3943,343,3479,121
2021-04-07,tarn taran,53,,,"12 contact of positive case, 2 new case (ili), 39 new cases",,3946,539,3248,159
2021-04-07,moga,18,,,18 new cases,,3787,331,3350,106
2021-04-07,mansa,18,,,"2 contact of positive case, 16 new cases",,3093,239,2798,56
2021-04-07,barnala,15,,,15 new cases,,2782,317,2390,75
2021-04-07,ferozepur,,,,,,5518,310,5038,170
2021-04-07,total,,,,,,260020,25855,226887,7278
2021-04-06,ludhiana,401,,,"19 contacts of positive case, 100 new case (opd), 164 new case (ili), 118 new cases",,36774,2876,32716,1182
2021-04-06,jalandhar,307,,,307 new cases,,32095,3124,28014,957
2021-04-06,sas nagar,521,,,,report pending,29183,4280,24447,456
2021-04-06,patiala,290,,,"44 contacts of positive case,  246 new cases",,23707,2468,20633,606
2021-04-06,amritsar,248,,,248  new cases,,22663,3213,18726,724
2021-04-06,hoshiarpur,155,,,"35 contacts of positive case, 18 new case (ili), 102 new cases",,15724,1452,13680,592
2021-04-06,bathinda,179,,,179 new cases,,12232,1453,10522,257
2021-04-06,gurdaspur,98,,,"23 contact of positive case, 15 new cases (ili), 60 new cases",,11715,1014,10332,369
2021-04-06,kapurthala,84,,,84 new cases,,9564,698,8593,273
2021-04-06,sbs nagar,101,,,"11 new case (ili), 90 new cases",,7575,476,6892,207
2021-04-06,pathankot,22,,,"9 new cases (ili), 13 new cases",,6830,306,6350,174
2021-04-06,sangrur,42,,,42 new cases,,5857,421,5195,241
2021-04-06,ferozpur,24,,,24 new cases,,,,,
2021-04-06,ropar,177,,,177 new cases,,5733,926,4597,210
2021-04-06,faridkot,33,,,33 new cases,,5220,499,4629,92
2021-04-06,fazilka,51,,,"4 contact of positive case, 16 new case (ili), 31 new cases",,4623,276,4264,83
2021-04-06,muktsar,23,,,23 new case,,4650,361,4179,110
2021-04-06,fg sahib,39,,,"12 contact of positive case, 2 new case(ili), 25 new cases",,3900,321,3458,121
2021-04-06,tarn taran,52,,,"2 contact of positive case, 13 new case (ili), 37 new cases",,3893,504,3231,158
2021-04-06,moga,42,,,42 new cases,,3769,331,3334,104
2021-04-06,mansa,30,,,"2 contact of positive case, 28 new cases",,3075,246,2773,56
2021-04-06,barnala,5,,,5 new cases,,2767,310,2382,75
2021-04-06,ferozepur,,,,,,5508,358,4981,169
2021-04-06,total,,,,,,257057,25913,223928,7216
2021-04-05,ludhiana,390,,,"31 contacts of positive case, 105 new case (opd), 170 new case (ili), 84 new cases",,36373,2835,32361,1177
2021-04-05,jalandhar,370,,,370  new cases,,31788,3259,27578,951
2021-04-05,sas nagar,452,,,452 new cases,,28662,3764,24447,451
2021-04-05,patiala,177,,,"33 contacts of positive case,  144 new cases",,23428,2479,20347,602
2021-04-05,amritsar,202,,,202  new cases,,22415,3178,18522,715
2021-04-05,hoshiarpur,195,,,"35 contacts of positive case, 18 new case (ili), 142 new cases",,15569,1494,13490,585
2021-04-05,bathinda,112,,,"1 contact of positive case, 17 new cases(ili), 94 new cases",,12053,1338,10460,255
2021-04-05,gurdaspur,98,,,98 new cases,,11625,1034,10226,365
2021-04-05,kapurthala,142,,,142 new cases,,9480,758,8454,268
